Type,Id,Summary,Company,Product,First Approved (year),Week,Subsequent Approvals,Latency,Rejections (before first approval),Approved 1st time,Quarter,Rework Week,Rework Quarter,Rework Year,Adj Week,Adj Quarter,Adj Year
Change,CENPRO-27344,"Prod2 Change - Central Engg: Central Process: Milestone Decomposition and Build - 27344",DevFactory,Central Engg,2022,24,0,34,0,Y,2,,,,24,2,2022
New,CENPRO-27413,"Prod2 New - DevFactory: ALP Process: E2 Process -> Delivering Code - 27413",DevFactory,DevFactory,2022,24,0,19,0,Y,2,,,,24,2,2022
WU Design,CENPRO-27279,"Prod2 WU Design - DevFactory: Central Process: Milestone Decomposition - 27279",DevFactory,DevFactory,2022,24,0,41,2,N,2,,,,24,2,2022
Change,CENPRO-27407,"Prod2 Change - TPM: TPM: Improving Access Pattern Designs in P2 specs. - 27407",DevFactory,TPM,2022,24,0,18,0,Y,2,,,,24,2,2022
Technical Teardown,CENPRO-22042,"Prod2 Technical Teardown - CNU: Other: CDR Graph Analysis - 22042",DevFactory,CNU,2022,24,0,349,0,Y,2,,,,24,2,2022
Technical Teardown,CENPRO-27159,"Prod2 Technical Teardown - TPM: TPM: Acquisition Process: Technical Components - 27159",DevFactory,TPM,2022,24,0,59,0,Y,2,,,,24,2,2022
Technical Teardown,CENPRO-27312,"Prod2 Technical Teardown - Crossover: Other: DevSkiller - 27312",Crossover,Crossover,2022,24,0,34,0,Y,2,,,,24,2,2022
Technical Teardown,CENPRO-27284,"Prod2 Technical Teardown - CNU: CloudFix: CloudFix Blog - 27284",DevFactory,CNU,2022,24,0,37,0,Y,2,,,,24,2,2022
Technical Teardown,CENPRO-27153,"Prod2 Technical Teardown - DevFactory: Other: UX/UI Development in DevFactory - 27153",DevFactory,DevFactory,2022,24,0,61,1,N,2,,,,24,2,2022
WU Design,CENPRO-26693,"Prod2 WU Design - DevFactory: Central Process: CR - CloudFront - 26693",DevFactory,DevFactory,2022,6,1,25,0,Y,1,24,2,2022,24,2,2022
Code Level Cost Reduction,CENPRO-26616,"Prod2 Code Level Cost Reduction - Placeable: Placeable: Reduce Google Maps Cost - 26616",Ignite,Placeable,2022,9,1,62,0,Y,1,24,2,2022,24,2,2022
Rebuild,CENPRO-27258,"Prod2 Rebuild - DevFactory: Central Process: TPM Bootcamp - 27258",DevFactory,DevFactory,2022,22,0,26,0,Y,2,,,,22,2,2022
New,CENPRO-27277,"Prod2 New - DevFactory: Education Platform: READ App V2 - 27277",DevFactory,DevFactory,2022,22,0,24,0,Y,2,,,,22,2,2022
Technical Teardown,CENPRO-27099,"Prod2 Technical Teardown - TPM: TPM: TPM Onboarding and Offboarding - 27099",DevFactory,TPM,2022,22,0,67,0,Y,2,,,,22,2,2022
Technical Teardown,CENPRO-27313,"Prod2 Technical Teardown - Crossover: Other: Pearson Assessments - 27313",Crossover,Crossover,2022,22,0,20,0,Y,2,,,,22,2,2022
WU Design,CENPRO-27357,"Prod2 WU Design - DevFactory: Central Process: TT - Whiteboard - 27357",DevFactory,DevFactory,2022,22,0,12,0,Y,2,,,,22,2,2022
Technical Teardown,CENPRO-27087,"Prod2 Technical Teardown - DevFactory: ALP Process: Customer Support - Bug Reporting - 27087",DevFactory,DevFactory,2022,22,0,69,0,Y,2,,,,22,2,2022
Technical Teardown,CENPRO-27244,"Prod2 Technical Teardown - DevFactory: Central Process: Eng Implementation of CloudFix Rebuild - 27244",DevFactory,DevFactory,2022,22,0,25,0,Y,2,,,,22,2,2022
Change,CENPRO-27027,"Prod2 Change - TPM: TPM: Spec Clarification Request Process - 27027",DevFactory,TPM,2022,11,0,2,0,Y,1,,,,11,1,2022
Cost Optimization,CENPRO-19140,"CO2 Cost Optimization - DevFactory: Cost Optimization Product: CO2 - Applying Control Tower to ESW - 19140",DevFactory,DevFactory,2021,33,1,128,0,Y,3,21,2,2022,21,2,2022
Rebuild,CENPRO-10510,"Prod2 Rebuild - ResponseTek: ResponseTek: 5K rewrite for Responsetek - 10510",ZephyrTel,ResponseTek,2020,31,1,76,0,Y,3,,,,31,3,2020
New,CENPRO-17643,"Prod2 New - CNU: DevFlows: Google Calendar Adapter - 17643",DevFactory,CNU,2021,10,3,17,0,Y,1,,,,10,1,2021
New,CENPRO-17644,"Prod2 New - CNU: DevFlows: Google Drive Adapter - 17644",DevFactory,CNU,2021,17,3,67,0,Y,2,,,,17,2,2021
Change,CENPRO-26439,"Prod2 Change - CNU: DevFlows: Support for Role-Based Permissions - 26439",DevFactory,CNU,2021,49,1,33,0,Y,4,,,,49,4,2021
Change,CENPRO-20981,"Prod2 Change - DF 3rd Party: Cloud Charging and Billing: 5G Field Mapping - 20981",DevFactory,DF 3rd Party,2021,24,1,13,0,Y,2,12,1,2022,12,1,2022
Change,CENPRO-12788,"Prod2 Change - DF 3rd Party: Cloud Charging and Billing: Chaos Monkey for Telco - 12788",DevFactory,DF 3rd Party,2020,39,1,6,0,Y,3,22,2,2021,22,2,2021
Change,CENPRO-25998,"Prod2 Change - DF 3rd Party: Cloud Charging and Billing: Operational and Reporting Enhancements - Wave 1 - 25998",DevFactory,DF 3rd Party,2021,47,0,43,0,Y,4,,,,47,4,2021
Code Level Cost Reduction,CENPRO-26464,"Prod2 Code Level Cost Reduction - SaaS Central: SaaS Central: Reduce VMC Storage at the VM level - 26464",DevFactory,SaaS Central,2021,52,0,51,0,Y,4,,,,52,4,2021
New,CENPRO-26247,"Prod2 New - DevFactory: Education Platform: Educational Assessment MVP App - 26247",DevFactory,DevFactory,2021,49,0,41,0,Y,4,,,,49,4,2021
Change,CENPRO-27100,"Prod2 Change - CNU: DevFlows: IT Worker Focus - 27100",DevFactory,CNU,2022,14,0,9,0,Y,2,,,,14,2,2022
New,CENPRO-26652,"Prod2 New - Central Core: ALP: ALP 2.0 - single work unit support - 26652",DevFactory,Central Core,2022,3,0,16,0,Y,1,,,,3,1,2022
Change,CENPRO-16786,"Prod2 Change - Sococo: Sococo: Business Metaverse Activity Service(s) - 16786",Crossover,Sococo,2021,8,1,28,0,Y,1,8,1,2022,8,1,2022
Change,CENPRO-26769,"Prod2 Change - Sococo: Sococo: Metaverse Object #1 - Interactive Whiteboard - 26769",Crossover,Sococo,2022,8,0,31,0,Y,1,,,,8,1,2022
Code Level Cost Reduction,CENPRO-25437,"Prod2 Code Level Cost Reduction - SaaS Central: SaaS Central: Centralize VMC - 25437",DevFactory,SaaS Central,2021,43,0,38,0,Y,4,,,,43,4,2021
Change,CENPRO-22804,"Prod2 Change - DF 3rd Party: Cloud Charging and Billing: User Management - 22804",DevFactory,DF 3rd Party,2021,49,1,141,0,Y,4,,,,49,4,2021
New,CENPRO-17063,"Prod2 New - CNU: DevFlows: Gmail Adapter - 17063",DevFactory,CNU,2021,15,2,68,0,Y,2,,,,15,2,2021
Change,CENPRO-26707,"Prod2 Change - DevFactory: Education Platform: NewsELA Clone:HTML content sources - 26707",DevFactory,DevFactory,2022,5,1,20,0,Y,1,21,2,2022,21,2,2022
Change,CENPRO-26983,"Prod2 Change - Sococo: Sococo: Avatar Enhancement Step #1 - 26983",Crossover,Sococo,2022,15,0,34,0,Y,2,,,,15,2,2022
Code Level Cost Reduction,CENPRO-27142,"Prod2 Code Level Cost Reduction - SLI Systems: SLI Systems: SLI - Consolidated Plan for Remaining Savings - 27142",Avolin,SLI Systems,2022,17,0,12,0,Y,2,,,,17,2,2022
WU Design,CENPRO-27204,"Prod2 WU Design - Central Engg: Central Process: E2 Milestone Definition - 27204",DevFactory,Central Engg,2022,19,1,15,1,N,2,,,,19,2,2022
New,CENPRO-26007,"Prod2 New - CNU: DevFlows: Connect Adapter - 26007",DevFactory,CNU,2022,2,0,94,0,Y,1,,,,2,1,2022
Change,CENPRO-26648,"Prod2 Change - CNU: DevFlows: RDS Adapter - 26648",DevFactory,CNU,2022,4,0,24,0,Y,1,,,,4,1,2022
Rebuild,CENPRO-27214,"Prod2 Rebuild - DevFactory: Central Process: Milestone Reviews - 27214",DevFactory,DevFactory,2022,19,0,13,0,Y,2,,,,19,2,2022
New,CENPRO-26589,"Prod2 New - SaaS Central: SaaS Central: SaaS App Valuation Tool - 26589",DevFactory,SaaS Central,2022,21,0,160,1,N,2,,,,21,2,2022
Product Vision,CENPRO-27146,"Prod3 Product Vision - DF 3rd Party: CloudCRM: CloudCRM - 27146",DevFactory,DF 3rd Party,2022,21,0,43,0,Y,2,,,,21,2,2022
Technical Teardown,CENPRO-27343,"Prod2 Technical Teardown - DevFactory: Education Platform: Learnosity - 27343",DevFactory,DevFactory,2022,21,0,13,0,Y,2,,,,21,2,2022
WU Design,CENPRO-26668,"Prod2 WU Design - DevFactory: Central Process: CR - EC2 Finder - 26668",DevFactory,DevFactory,2022,22,0,143,1,N,2,,,,22,2,2022
New,CENPRO-27276,"Prod2 New - DevFactory: Education Platform: Curriculum Graph MVP - 27276",DevFactory,DevFactory,2022,21,0,17,0,Y,2,,,,21,2,2022
New,CENPRO-27303,"Prod2 New - DevFactory: Central Process: Ordering & Capacity Planning for DevFactory - 27303",DevFactory,DevFactory,2022,21,0,17,0,Y,2,,,,21,2,2022
Code Level Cost Reduction,CENPRO-26830,"Prod2 Code Level Cost Reduction - SaaS Central: SaaS Central: Atlassian License Optimization - 26830",DevFactory,SaaS Central,2022,21,0,115,3,N,2,,,,21,2,2022
Technical Teardown,CENPRO-27182,"Prod2 Technical Teardown - CNU: Other: Auto Lead Scoring - 27182",DevFactory,CNU,2022,21,0,33,0,Y,2,,,,21,2,2022
Technical Teardown,CENPRO-27243,"Prod2 Technical Teardown - DevFactory: Education Platform: NewsELA: Clone Engineering Delivery  - 27243",DevFactory,DevFactory,2022,21,0,21,0,Y,2,,,,21,2,2022
WU Design,CENPRO-27363,"Prod2 WU Design - DevFactory: ALP Process: PS CIVs - 27363",DevFactory,DevFactory,2022,21,0,5,0,Y,2,,,,21,2,2022
Change,CENPRO-27090,"Prod2 Change - Central Engg: Central Process: Engineering Weekly - 27090",DevFactory,Central Engg,2022,15,1,19,0,Y,2,,,,15,2,2022
WU Design,CENPRO-27144,"Prod2 WU Design - DevFactory: ALP Process: Milestone Deep Dive - 27144",DevFactory,DevFactory,2022,16,1,6,0,Y,2,,,,16,2,2022
WU Design,CENPRO-21342,"Prod2 WU Design - DevFactory: Central Process: TT - Scope - 21342",DevFactory,DevFactory,2021,28,2,34,0,Y,3,20,2,2022,20,2,2022
New,CENPRO-27202,"Prod2 New - DevFactory: Education Platform: Metaverse POC for READ App - 27202",DevFactory,DevFactory,2022,20,0,23,1,N,2,,,,20,2,2022
Cost Optimization,CENPRO-15039,"CO1 Cost Optimization - DevFactory: Cost Optimization Product: CO1 - EBS - Move gp2 volumes to gp3 when applicable - 15039",DevFactory,DevFactory,2020,49,0,7,0,Y,4,,,,49,4,2020
Change,CENPRO-27127,"Prod2 Change - Central Engg: Central Process: E2 Process Rebuild - 27127",DevFactory,Central Engg,2022,18,1,28,0,Y,2,,,,18,2,2022
WU Design,CENPRO-27311,"Prod2 WU Design - DevFactory: Central Process: TT - Business SME Interview - 27311",DevFactory,DevFactory,2022,20,0,4,0,Y,2,,,,20,2,2022
Technical Teardown,CENPRO-27119,"Prod2 Technical Teardown - DevFactory: Education Platform: Reading Plus - 27119",DevFactory,DevFactory,2022,20,0,43,0,Y,2,,,,20,2,2022
WU Design,CENPRO-27257,"Prod2 WU Design - DevFactory: Central Process: PS - Define Pipeline - 27257",DevFactory,DevFactory,2022,20,0,10,0,Y,2,,,,20,2,2022
Technical Teardown,CENPRO-27160,"Prod2 Technical Teardown - Crossover: XO.HireManage: Crossover Recruiting Pipeline Implementation - 27160",Crossover,Crossover,2022,20,0,28,0,Y,2,,,,20,2,2022
Rebuild,CENPRO-25579,"Prod2 Rebuild - ACRM: Other: Aurea CDP - 25579",Aurea Enterprise,ACRM,2022,7,2,143,0,Y,1,,,,7,1,2022
Technical Teardown,CENPRO-24115,"Prod2 Technical Teardown - CNU: Other: Acorn Insights - 24115",DevFactory,CNU,2022,20,0,271,0,Y,2,,,,20,2,2022
Technical Teardown,CENPRO-26641,"Prod2 Technical Teardown - CNU: DevFlows: AI Flows - 26641",DevFactory,CNU,2022,20,0,134,1,N,2,,,,20,2,2022
WU Design,CENPRO-26690,"Prod2 WU Design - DevFactory: Central Process: CR - Logging - CloudWatch - 26690",DevFactory,DevFactory,2022,20,0,125,1,N,2,,,,20,2,2022
WU Design,CENPRO-27185,"Prod2 WU Design - DevFactory: Central Process: FS - Construct - Important Topic - 27185",DevFactory,DevFactory,2022,19,0,21,1,N,2,,,,19,2,2022
WU Design,CENPRO-27256,"Prod2 WU Design - DevFactory: Central Process: PS - Identify Seams - 27256",DevFactory,DevFactory,2022,19,0,7,0,Y,2,,,,19,2,2022
WU Design,CENPRO-27189,"Prod2 WU Design - DevFactory: Central Process: FS - CIVs/CFs - 27189",DevFactory,DevFactory,2022,19,0,21,1,N,2,,,,19,2,2022
WU Design,CENPRO-27183,"Prod2 WU Design - DevFactory: Central Process: FS - Customer Scope Review - 27183",DevFactory,DevFactory,2022,19,0,21,1,N,2,,,,19,2,2022
WU Design,CENPRO-27188,"Prod2 WU Design - DevFactory: Central Process: FS - Construct - Final Assembly - 27188",DevFactory,DevFactory,2022,19,0,21,1,N,2,,,,19,2,2022
WU Design,CENPRO-27194,"Prod2 WU Design - DevFactory: Central Process: FS - Survey Resolution - 27194",DevFactory,DevFactory,2022,19,0,20,1,N,2,,,,19,2,2022
Change,CENPRO-13745,"Prod2 Change - DF 3rd Party: CloudCRM: Authorization and access control - 13745",DevFactory,DF 3rd Party,2021,41,1,361,0,Y,4,19,2,2022,19,2,2022
WU Design,CENPRO-27254,"Prod2 WU Design - DevFactory: Central Process: PS - Scope - 27254",DevFactory,DevFactory,2022,19,0,6,0,Y,2,,,,19,2,2022
Technical Teardown,CENPRO-27068,"Prod2 Technical Teardown - Central Engg: Central Process: Moving billing to NetSuite - 27068",DevFactory,Central Engg,2022,19,0,54,1,N,2,,,,19,2,2022
WU Design,CENPRO-27255,"Prod2 WU Design - DevFactory: Central Process: PS - Identify Waste - 27255",DevFactory,DevFactory,2022,19,0,6,0,Y,2,,,,19,2,2022
Technical Teardown,CENPRO-27221,"Prod2 Technical Teardown - DevFactory: Education Platform: Almanac - 27221",DevFactory,DevFactory,2022,19,0,11,0,Y,2,,,,19,2,2022
Technical Teardown,CENPRO-27117,"Prod2 Technical Teardown - CNU: Other: Weave (Loom clone) Technical teardown - 27117",DevFactory,CNU,2022,19,0,39,1,N,2,,,,19,2,2022
Technical Teardown,CENPRO-27181,"Prod2 Technical Teardown - DevFactory: Education Platform: Curriki Studio - 27181",DevFactory,DevFactory,2022,19,0,19,0,Y,2,,,,19,2,2022
Technical Teardown,CENPRO-27208,"Prod2 Technical Teardown - CNU: DevFlows: AWS Glue Studio - 27208",DevFactory,CNU,2022,19,0,13,0,Y,2,,,,19,2,2022
Rebuild,CENPRO-16510,"Prod2 Rebuild - CNU: Insights: CAP - 16510",DevFactory,CNU,2022,12,0,427,4,N,1,,,,12,1,2022
Company Technical Teardown,CENPRO-27234,"Prod2 Company Technical Teardown - Imports: Other: Nectar9 - 27234",Imports,Imports,2022,19,0,7,0,Y,2,,,,19,2,2022
WU Design,CENPRO-27186,"Prod2 WU Design - DevFactory: Central Process: FS - Construct - Data Structures - 27186",DevFactory,DevFactory,2022,19,0,16,1,N,2,,,,19,2,2022
WU Design,CENPRO-27120,"Prod2 WU Design - DevFactory: Central Process: Tech SME Interview - 27120",DevFactory,DevFactory,2022,19,0,35,0,Y,2,,,,19,2,2022
Technical Teardown,CENPRO-26977,"Prod2 Technical Teardown - DevFactory: Education Platform: Edulastic - 26977",DevFactory,DevFactory,2022,19,0,67,1,N,2,,,,19,2,2022
Code Level Cost Reduction,CENPRO-25245,"Prod2 Code Level Cost Reduction - SLI Systems: SLI Systems: Remove Remaining non-AWS Services - 25245",Avolin,SLI Systems,2021,44,0,50,0,Y,4,,,,44,4,2021
Code Level Cost Reduction,CENPRO-22400,"Prod2 Code Level Cost Reduction - SLI Systems: SLI Systems: Retire Unnecessary Internal Services - 22400",Avolin,SLI Systems,2021,39,0,80,0,Y,3,,,,39,3,2021
Code Level Cost Reduction,CENPRO-22399,"Prod2 Code Level Cost Reduction - SLI Systems: SLI Systems: Move Customer facing services off VMC  - 22399",Avolin,SLI Systems,2021,35,0,49,0,Y,3,,,,35,3,2021
Code Level Cost Reduction,CENPRO-22398,"Prod2 Code Level Cost Reduction - SLI Systems: SLI Systems: Move LocalBrain, Beacon, and Bruce to Containers or Lambda - 22398",Avolin,SLI Systems,2021,37,0,65,0,Y,3,,,,37,3,2021
Technical Teardown,CENPRO-27235,"Prod2 Technical Teardown - Imports: Other: Nectar9 - 27235",Imports,Imports,2022,19,0,5,0,Y,2,,,,19,2,2022
Rebuild,CENPRO-27071,"Prod2 Rebuild - TPM: TPM: Managing TPM inbound - 27071",DevFactory,TPM,2022,18,0,46,0,Y,2,,,,18,2,2022
WU Design,CENPRO-27164,"Prod2 WU Design - DevFactory: ALP Process: FS - Experiment - 27164",DevFactory,DevFactory,2022,18,0,19,0,Y,2,,,,18,2,2022
WU Design,CENPRO-27162,"Prod2 WU Design - DevFactory: ALP Process: FS - Scope - 27162",DevFactory,DevFactory,2022,18,0,19,0,Y,2,,,,18,2,2022
New,CENPRO-27005,"Prod2 New - DevFactory: Central Process: WUs in ALP for Process Design - 27005",DevFactory,DevFactory,2022,18,0,60,0,Y,2,,,,18,2,2022
Change,CENPRO-13081,"Prod2 Change - Kerio: Control: Kerio Control - DDos Protection - 13081",Aurea SMB,Kerio,2020,43,0,26,0,Y,4,,,,43,4,2020
Change,CENPRO-2310,"Prod2 Change - PeerApp: PeerApp Ultraband: Software Only Support - 2310",ZephyrTel,PeerApp,2020,22,0,472,0,Y,2,,,,22,2,2020
New,CENPRO-27115,"Prod2 New - Central Engg: Central Process: Dealing with outsourced Engineering firms - 27115",DevFactory,Central Engg,2022,18,0,32,0,Y,2,,,,18,2,2022
Change,CENPRO-27152,"Prod2 Change - DevFactory: Central Process: Move product specs to shared drive - 27152",DevFactory,DevFactory,2022,18,0,18,0,Y,2,,,,18,2,2022
Technical Teardown,CENPRO-22040,"Prod2 Technical Teardown - CNU: Other: DB Migration Tool - 22040",DevFactory,CNU,2022,18,0,306,0,Y,2,,,,18,2,2022
Technical Teardown,CENPRO-27130,"Prod2 Technical Teardown - DF 3rd Party: CloudCRM: OpenApps & CloudCRM - 27130",DevFactory,DF 3rd Party,2022,18,0,25,4,N,2,,,,18,2,2022
Technical Teardown,CENPRO-22043,"Prod2 Technical Teardown - CNU: Other: Education - Testing - 22043",DevFactory,CNU,2022,18,0,306,0,Y,2,,,,18,2,2022
Technical Teardown,CENPRO-25675,"Prod2 Technical Teardown - CNU: Other: Aws Workflow Engine  - 25675",DevFactory,CNU,2022,18,0,218,0,Y,2,,,,18,2,2022
Technical Teardown,CENPRO-27149,"Prod2 Technical Teardown - DevFactory: Central Process: TPM bootcamp - 27149",DevFactory,DevFactory,2022,18,0,19,0,Y,2,,,,18,2,2022
Cost Reduction,CENPRO-27104,"Prod2 Cost Reduction - DF 3rd Party: Other: Western Digital - 27104",DevFactory,DF 3rd Party,2022,15,1,13,0,Y,2,,,,15,2,2022
Change,CENPRO-26964,"Prod2 Change - GFI: Other: Unicorn - Use AWS SQS instead of bespoke queues implemented in the database - 26964",Aurea SMB,GFI,2022,17,0,60,0,Y,2,,,,17,2,2022
Product Evolution,CENPRO-27125,"Prod3 Product Evolution - DevFactory: ALP Process: Q2 ALP Plan - 27125",DevFactory,DevFactory,2022,17,0,21,0,Y,2,,,,17,2,2022
Change,CENPRO-14110,"Prod2 Change - School Loop: School Loop: Migrate the object storage to S3 - 14110",Think3,School Loop,2020,48,0,25,0,Y,4,,,,48,4,2020
Change,CENPRO-26929,"Prod2 Change - DevFactory: Education Platform: Read MVP App Personalization - 26929",DevFactory,DevFactory,2022,17,0,68,0,Y,2,,,,17,2,2022
Technical Teardown,CENPRO-27154,"Prod2 Technical Teardown - DevFactory: Education Platform: Hemingway - 27154",DevFactory,DevFactory,2022,17,0,11,0,Y,2,,,,17,2,2022
Change,CENPRO-22852,"Prod2 Change - ACRM: ACRM: DevFlows Adapter - 22852",Aurea Enterprise,ACRM,2021,45,2,114,0,Y,4,,,,45,4,2021
Change,CENPRO-26942,"Prod2 Change - Jive: Jive Cloud: Jive UI - 26942",Aurea Jive,Jive,2022,17,0,64,0,Y,2,,,,17,2,2022
Change,CENPRO-26965,"Prod2 Change - GFI: Other: Unicorn - Use AWS Pinpoint to deliver emails - 26965",Aurea SMB,GFI,2022,17,0,59,0,Y,2,,,,17,2,2022
New,CENPRO-27143,"Prod2 New - Sococo: Sococo: Pulse App Build - 27143",Crossover,Sococo,2022,17,0,12,0,Y,2,,,,17,2,2022
Technical Teardown,CENPRO-18334,"Prod2 Technical Teardown - CNU: Other: Quantum Core 5K rewrite - 18334",DevFactory,CNU,2022,17,0,408,0,Y,2,,,,17,2,2022
WU Design,CENPRO-26670,"Prod2 WU Design - DevFactory: Central Process: Survey - 26670",DevFactory,DevFactory,2022,17,0,112,0,Y,2,,,,17,2,2022
Technical Teardown,CENPRO-26640,"Prod2 Technical Teardown - CNU: DevFlows: Stateflow - 26640",DevFactory,CNU,2022,17,0,115,0,Y,2,,,,17,2,2022
Technical Teardown,CENPRO-18387,"Prod2 Technical Teardown - CNU: Other: DevFolder (WorkDocs) - 18387",DevFactory,CNU,2022,17,0,404,0,Y,2,,,,17,2,2022
Technical Teardown,CENPRO-25918,"Prod2 Technical Teardown - CNU: CodeFix: CodeView Teardown - 25918",DevFactory,CNU,2022,17,0,201,0,Y,2,,,,17,2,2022
Rebuild,CENPRO-2080,"Prod2 Rebuild - FogBugz: FogBugz: Fogbugz using AWS - 2080",DevFactory,FogBugz,2019,29,0,167,0,Y,3,,,,29,3,2019
Change,CENPRO-11261,"Prod2 Change - Kayako: Kayako Classic: Oauth for Kayako Email - 11261",Think3,Kayako,2020,53,0,186,0,Y,5,,,,53,5,2020
Technical Teardown,CENPRO-27049,"Prod2 Technical Teardown - DevFactory: Upland: Cimpl - 27049",DevFactory,DevFactory,2022,16,0,35,0,Y,2,,,,16,2,2022
Technical Teardown,CENPRO-26643,"Prod2 Technical Teardown - CNU: DevFlows: PII Redactor - 26643",DevFactory,CNU,2022,16,0,110,0,Y,2,,,,16,2,2022
Technical Teardown,CENPRO-22041,"Prod2 Technical Teardown - CNU: Other: PrimeStream (ExeStream) - 22041",DevFactory,CNU,2022,16,0,292,0,Y,2,,,,16,2,2022
Playbook,CENPRO-27128,"Prod2 Playbook - DevFactory: Central Process: TPM Quick Start Guide - 27128",DevFactory,DevFactory,2022,16,0,12,0,Y,2,,,,16,2,2022
Technical Teardown,CENPRO-27118,"Prod2 Technical Teardown - DevFactory: Education Platform: Write of Passage CBC - 27118",DevFactory,DevFactory,2022,16,0,15,0,Y,2,,,,16,2,2022
Change,CENPRO-7281,"Prod2 Change - Sococo: Sococo: AWS Chime support for Sococo  - 7281",Crossover,Sococo,2020,20,2,174,0,Y,2,22,2,2021,22,2,2021
Technical Teardown,CENPRO-26944,"Prod2 Technical Teardown - DF 3rd Party: Other: Brightcove - 26944",DevFactory,DF 3rd Party,2022,15,0,52,0,Y,2,,,,15,2,2022
Technical Teardown,CENPRO-17443,"Prod2 Technical Teardown - DevFactory: Other: TT Amazon OpenSearch Service - 17443",DevFactory,DevFactory,2022,15,0,419,1,N,2,,,,15,2,2022
Technical Teardown,CENPRO-27109,"Prod2 Technical Teardown - DevFactory: Education Platform: Class - 27109",DevFactory,DevFactory,2022,15,0,12,0,Y,2,,,,15,2,2022
Technical Teardown,CENPRO-27102,"Prod2 Technical Teardown - Crossover: Other: CNU Career Advisor - 27102",Crossover,Crossover,2022,15,0,14,0,Y,2,,,,15,2,2022
Technical Teardown,CENPRO-27043,"Prod2 Technical Teardown - Jive: Jive Cloud: Jive Web UI - 27043",Aurea Jive,Jive,2022,15,0,30,0,Y,2,,,,15,2,2022
Technical Teardown,CENPRO-26945,"Prod2 Technical Teardown - DF 3rd Party: Other: Kaltura - 26945",DevFactory,DF 3rd Party,2022,15,0,52,0,Y,2,,,,15,2,2022
Technical Teardown,CENPRO-26986,"Prod2 Technical Teardown - DevFactory: ALP Process: ALP/TPM Automation used for TPM Change, Rebuild and New Specs - 26986",DevFactory,DevFactory,2022,15,0,39,0,Y,2,,,,15,2,2022
